Gene_name	cluster_number
F5	10
F7	22
F8	10
F8A1	10
F8A2	10
F8A3	10
F9	22
FA2H	37
FAAH	2
FAAH2	2
FAAP100	16
FAAP20	9
FAAP24	1
FABP1	4
FABP12	4
FABP2	4
FABP3	6
FABP4	4
FABP5	4
FABP6	16
FABP7	4
FABP9	4
FADD	1
FADS1	3
FADS2	3
FADS3	29
FADS6	16
FAF1	45
FAF2	15
FAH	23
FAHD1	2
FAHD2A	2
FAHD2B	2
FAIM	4
FAIM2	26
FAM102A	38
FAM102B	38
FAM104A	16
FAM104B	9
FAM106A	30
FAM106B	30
FAM106C	30
FAM107A	16
FAM107B	16
FAM110A	16
FAM110B	16
FAM110C	16
FAM110D	16
FAM111A	9
FAM111B	9
FAM114A1	4
FAM114A2	4
FAM117A	6
FAM117B	4
FAM118A	16
FAM118B	16
FAM120A	1
FAM120AOS	30
FAM120B	44
FAM120C	1
FAM122A	6
FAM122B	6
FAM122C	16
FAM124A	1
FAM124B	1
FAM126A	32
FAM126B	32
FAM131A	16
FAM131B	16
FAM131C	16
FAM133A	1
FAM133B	1
FAM135A	8
FAM135B	8
FAM136A	28
FAM13A	57
FAM13B	57
FAM13C	6
FAM149A	1
FAM149B1	1
FAM151A	44
FAM151B	44
FAM153A	30
FAM153B	30
FAM155A	16
FAM155B	16
FAM156A	9
FAM156B	9
FAM160A1	38
FAM160A2	38
FAM160B1	44
FAM160B2	44
FAM161A	1
FAM161B	1
FAM162A	6
FAM162B	6
FAM163A	16
FAM163B	16
FAM166A	4
FAM166B	4
FAM166C	9
FAM167A	1
FAM167B	1
FAM168A	16
FAM168B	16
FAM169B	16
FAM170A	9
FAM170B	9
FAM171A1	16
FAM171A2	16
FAM171B	16
FAM172A	13
FAM174A	16
FAM174B	16
FAM174C	16
FAM177A1	4
FAM177B	4
FAM178B	1
FAM180A	16
FAM180B	30
FAM181A	16
FAM181B	16
FAM183A	1
FAM184A	58
FAM184B	1
FAM185A	10
FAM186A	4
FAM186B	9
FAM187A	1
FAM187B	9
FAM189A1	16
FAM189A2	16
FAM189B	16
FAM193A	6
FAM193B	16
FAM199X	1
FAM200A	48
FAM200B	16
FAM204A	1
FAM205A	9
FAM205C	9
FAM207A	1
FAM209A	9
FAM209B	9
FAM20A	6
FAM20B	6
FAM20C	6
FAM210A	10
FAM210B	31
FAM214A	5
FAM214B	5
FAM216A	9
FAM216B	9
FAM217A	9
FAM217B	16
FAM219A	1
FAM219B	16
FAM220A	9
FAM221A	58
FAM221B	58
FAM222A	16
FAM222B	16
FAM227A	1
FAM227B	1
FAM228A	9
FAM228B	1
FAM229A	9
FAM229B	9
FAM234A	4
FAM234B	6
FAM236A	30
FAM236B	30
FAM236C	30
FAM236D	30
FAM237A	9
FAM240A	9
FAM241A	16
FAM241B	1
FAM243A	9
FAM243B	9
FAM24A	9
FAM24B	9
FAM25A	9
FAM25C	9
FAM25E	9
FAM25G	9
FAM32A	30
FAM3A	1
FAM3B	1
FAM3C	1
FAM3D	1
FAM43A	6
FAM43B	6
FAM47A	1
FAM47B	1
FAM47C	1
FAM47E	1
FAM47E-STBD1	1
FAM50A	49
FAM50B	49
FAM53A	1
FAM53B	1
FAM53C	1
FAM71A	9
FAM71B	9
FAM71C	9
FAM71D	9
FAM71E1	9
FAM71E2	9
FAM71F1	9
FAM71F2	9
FAM72A	1
FAM72B	1
FAM72C	1
FAM72D	1
FAM76A	6
FAM76B	6
FAM78A	1
FAM78B	1
FAM81A	1
FAM81B	1
FAM83A	16
FAM83B	16
FAM83C	16
FAM83D	16
FAM83E	16
FAM83F	16
FAM83G	16
FAM83H	16
FAM86B1	2
FAM86B2	2
FAM86C1P	16
FAM89A	1
FAM89B	1
FAM8A1	4
FAM90A1	9
FAM90A26	9
FAM91A1	60
CIBAR1	4
CIBAR2	4
FAM98A	17
FAM98B	17
FAM98C	17
FAM9A	30
FAM9B	9
FAM9C	9
FAN1	5
FANCA	1
FANCB	16
FANCC	16
FANCD2	32
FANCD2OS	16
FANCE	1
FANCF	1
FANCG	16
FANCI	32
FANCL	32
FANCM	7
FANK1	7
FAP	3
FAR1	8
FAR2	8
FARP1	34
FARP2	20
FARS2	7
FARSA	7
FARSB	7
FAS	16
FASLG	1
FASN	2
FASTK	6
FASTKD1	6
FASTKD2	1
FASTKD3	4
FASTKD5	4
FAT1	55
FAT2	17
FAT3	24
FAT4	55
FATE1	30
FAU	7
FAXC	32
FAXDC2	57
FBF1	10
FBH1	1
FBL	7
FBLIM1	20
FBLL1	7
FBLN1	19
FBLN2	19
FBLN5	19
FBLN7	19
FBN1	24
FBN2	24
FBN3	24
FBP1	2
FBP2	2
FBRS	1
FBRSL1	6
FBXL12	1
FBXL13	3
FBXL14	3
FBXL15	45
FBXL16	2
FBXL17	45
FBXL18	1
FBXL19	59
FBXL2	3
FBXL20	3
FBXL22	59
FBXL3	4
FBXL4	2
FBXL5	10
FBXL6	46
FBXL7	3
FBXL8	1
FBXO10	35
FBXO11	35
FBXO15	1
FBXO16	43
FBXO17	1
FBXO2	1
FBXO21	48
FBXO22	1
FBXO24	42
FBXO25	4
FBXO27	1
FBXO28	6
FBXO3	21
FBXO30	1
FBXO31	1
FBXO32	4
FBXO33	6
FBXO34	16
FBXO36	1
FBXO38	1
FBXO39	1
FBXO4	1
FBXO40	1
FBXO41	4
FBXO42	7
FBXO43	1
FBXO44	1
FBXO45	4
FBXO46	1
FBXO47	1
FBXO48	1
FBXO5	1
FBXO6	1
FBXO7	48
FBXO8	7
FBXO9	45
FBXW10	7
FBXW11	7
FBXW12	9
FBXW4	2
FBXW5	1
FBXW7	7
FBXW8	20
FBXW9	3
FCAMR	16
FCAR	16
FCER1A	1
FCER1G	16
FCER2	17
FCF1	7
FCGBP	4
FCGR1A	6
FCGR2A	6
FCGR2B	1
FCGR3A	16
FCGR3B	16
FCGRT	16
FCHO1	34
FCHO2	34
FCHSD1	20
FCHSD2	20
FCMR	16
FCN1	13
FCN2	13
FCN3	13
FCRL1	4
FCRL2	4
FCRL3	4
FCRL4	6
FCRL5	4
FCRL6	1
FCRLA	16
FCRLB	16
FCSK	48
FDCSP	30
FDFT1	37
FDPS	7
FDX1	7
FDX2	7
FDXACB1	26
FDXR	7
FECH	3
FEM1A	7
FEM1B	7
FEM1C	7
FEN1	7
FER	7
FER1L5	8
FER1L6	49
FERD3L	4
FERMT1	10
FERMT2	10
FERMT3	10
FES	7
FEV	4
FEZ1	6
FEZ2	6
FEZF1	27
FEZF2	27
FFAR1	1
FFAR2	4
FFAR3	4
FFAR4	4
FGA	13
FGB	13
FGD1	3
FGD2	3
FGD3	3
FGD4	3
FGD5	53
FGD6	3
FGF1	6
FGF10	6
FGF11	6
FGF12	6
FGF13	6
FGF14	6
FGF16	6
FGF17	1
FGF18	1
FGF19	16
FGF2	6
FGF20	6
FGF21	6
FGF22	6
FGF23	1
FGF3	6
FGF4	6
FGF5	6
FGF6	6
FGF7	6
FGF8	1
FGF9	6
FGFBP1	16
FGFBP2	16
FGFBP3	16
FGFR1	7
CEP43	56
FGFR1OP2	4
FGFR2	7
FGFR3	7
FGFR4	7
FGFRL1	4
FGG	13
FGGY	47
FGL1	13
FGL2	13
FGR	7
FH	3
FHAD1	48
FHDC1	41
FHIT	7
FHL1	20
FHL2	20
FHL3	20
FHL5	20
FHOD1	7
FHOD3	41
FIBCD1	13
FIBIN	16
FIBP	13
FICD	38
FIG4	7
FIGLA	6
FIGN	7
FIGNL1	7
FIGNL2	7
FILIP1	4
FILIP1L	4
FIS1	39
FITM1	10
FITM2	38
FIZ1	53
FJX1	6
FKBP10	3
FKBP11	3
FKBP14	3
FKBP15	3
FKBP1A	3
FKBP1B	3
FKBP3	7
FKBP4	7
FKBP5	7
FKBP6	7
FKBP7	3
FKBP8	7
FKBP9	3
FKBPL	15
FKRP	13
FKTN	1
FLACC1	1
FLAD1	3
FLCN	34
FLG	16
FLG2	4
FLI1	4
FLII	7
FLJ44635	37
FLNA	57
FLNB	57
FLNC	57
FLOT1	34
FLOT2	10
FLRT1	23
FLRT2	23
FLRT3	23
FLT1	7
FLT3	7
FLT3LG	16
FLT4	7
FLVCR1	33
FLVCR2	33
FLYWCH1	9
FLYWCH2	9
FMC1	4
FMC1-LUC7L2	26
FMN1	41
FMN2	41
FMNL1	7
FMNL2	15
FMNL3	15
FMO1	2
FMO2	2
FMO3	2
FMO4	2
FMO5	2
FMOD	23
FMR1	17
FMR1NB	9
FN1	31
FN3K	42
FN3KRP	42
FNBP1	34
FNBP1L	20
FNBP4	48
FNDC1	10
FNDC10	16
FNDC11	16
FNDC3A	31
FNDC3B	31
FNDC4	16
FNDC5	16
FNDC7	1
FNDC8	9
FNDC9	16
FNIP1	38
FNIP2	38
FNTA	26
FNTB	7
FOCAD	44
FOLH1	59
FOLH1B	59
FOLR1	1
FOLR2	1
FOLR3	1
CEP20	56
FOS	38
FOSB	38
FOSL1	38
FOSL2	6
FOXA1	43
FOXA2	43
FOXA3	43
FOXB1	43
FOXB2	43
FOXC1	43
FOXC2	43
FOXD1	43
FOXD2	43
FOXD3	43
FOXD4	43
FOXD4L1	43
FOXD4L3	43
FOXD4L4	43
FOXD4L5	43
FOXD4L6	43
FOXE1	43
FOXE3	43
FOXF1	43
FOXF2	43
FOXG1	43
FOXH1	43
FOXI1	43
FOXI2	43
FOXI3	43
FOXJ1	43
FOXJ2	43
FOXJ3	43
FOXK1	39
FOXK2	39
FOXL1	43
FOXL2	43
FOXL2NB	30
FOXM1	43
FOXN1	43
FOXN2	43
FOXN3	43
FOXN4	43
FOXO1	43
FOXO3	43
FOXO3B	10
FOXO4	43
FOXO6	43
FOXP1	43
FOXP2	43
FOXP3	43
FOXP4	43
FOXQ1	43
FOXR1	43
FOXR2	43
FOXRED1	17
FOXRED2	48
FOXS1	43
FPGS	7
FPGT	48
FPGT-TNNI3K	7
FPR1	4
FPR2	4
FPR3	4
FRA10AC1	49
FRAS1	44
FRAT1	16
FRAT2	16
FREM1	10
FREM2	13
FREM3	10
FRG1	38
FRG2	9
FRG2B	9
FRG2C	9
FRK	7
FRMD1	10
FRMD3	10
FRMD4A	10
FRMD4B	10
FRMD5	10
FRMD6	10
FRMD7	10
FRMD8	10
FRMPD1	10
FRMPD2	13
FRMPD3	10
FRMPD4	10
FRRS1	32
FRS2	6
FRS3	6
FRY	39
FRYL	39
FRZB	4
FSBP	9
FSCB	9
FSCN1	6
FSCN2	6
FSCN3	6
FSD1	4
FSD1L	4
FSD2	4
FSHB	16
FSHR	10
FSIP1	1
FSIP2	9
FST	19
FSTL1	4
FSTL3	4
FSTL4	4
FSTL5	4
FTCD	48
FTCD-AS1	30
FTCDNL1	1
FTH1	28
FTHL17	28
FTHL18	28
FTL	28
FTMT	28
FTO	16
FTSJ1	7
FTSJ3	7
FUBP1	45
FUBP3	45
FUCA1	17
FUCA2	35
FUNDC1	31
FUNDC2	31
FUOM	9
FURIN	36
FUS	49
FUT1	16
FUT10	51
FUT11	51
FUT2	16
FUT4	51
FUT5	51
FUT6	51
FUT7	51
FUT8	10
FUT9	51
FUZ	4
FXN	2
FXR1	17
FXR2	17
FXYD1	16
FXYD2	16
FXYD3	16
FXYD4	16
FXYD5	9
FXYD6	16
FXYD6-FXYD2	16
FXYD7	16
FYB1	16
FYB2	16
FYCO1	3
FYN	7
FYTTD1	16
FZD1	4
FZD10	4
FZD2	4
FZD3	4
FZD4	4
FZD5	4
FZD6	4
FZD7	4
FZD8	4
FZD9	4
FZR1	7
G0S2	9
G2E3	55
G3BP1	5
G3BP2	45
G6PC	6
G6PC2	6
G6PC3	6
G6PD	7
GAA	3
GAB1	44
GAB2	44
GAB3	44
GAB4	44
GABARAP	15
GABARAPL1	15
GABARAPL2	15
GABBR1	46
GABBR2	46
GABPA	4
GABPB1	7
GABPB2	7
GABRA1	17
GABRA2	17
GABRA3	17
GABRA4	17
GABRA5	17
GABRA6	17
GABRB1	17
GABRB2	17
GABRB3	17
GABRD	17
GABRE	17
GABRG1	17
GABRG2	17
GABRG3	17
GABRP	17
GABRQ	17
GABRR1	17
GABRR2	17
GABRR3	17
GAD1	29
GAD2	29
GADD45A	6
GADD45B	6
GADD45G	6
GADD45GIP1	1
GADL1	29
GAGE1	30
GAGE10	30
GAGE12B	30
GAGE12C	30
GAGE12D	30
GAGE12E	30
GAGE12F	30
GAGE12G	30
GAGE12H	30
GAGE12J	30
GAGE13	30
GAGE2A	30
GAK	7
GAL	16
GAL3ST1	1
GAL3ST2	1
GAL3ST3	1
GAL3ST4	1
GALC	4
GALE	3
GALK1	3
GALK2	3
GALM	45
GALNS	11
GALNT1	18
GALNT10	18
GALNT11	18
GALNT12	18
GALNT14	18
GALNT15	18
GALNT16	18
GALNT17	18
GALNT18	18
GALNT2	18
GALNT3	18
GALNT4	18
GALNT5	18
GALNT6	18
GALNT7	18
GALNT8	18
GALNT9	18
GALNTL5	18
GALNTL6	18
GALP	9
GALR1	4
GALR2	4
GALR3	4
GALT	25
GAMT	52
GAN	49
GANAB	3
GANC	3
GAP43	16
GAPDH	7
GAPDHS	7
GAPT	9
GAPVD1	15
GAR1	7
GAREM1	1
GAREM2	1
GARNL3	20
GARS1	7
GART	45
GAS1	16
GAS2	10
GAS2L1	10
GAS2L2	17
GAS2L3	10
GAS6	28
GAS7	20
GAS8	56
GASK1A	16
GASK1B	16
GAST	9
GATA1	43
GATA2	43
GATA3	43
GATA4	43
GATA5	43
GATA6	43
GATAD1	4
GATAD2A	6
GATAD2B	4
GATB	26
GATC	4
GATD1	1
GATD3A	1
GATD3B	1
GATM	1
GBA	17
GBA2	32
GBE1	26
GBF1	7
GBGT1	16
GBP1	14
GBP2	14
GBP3	14
GBP4	14
GBP5	14
GBP6	14
GBP7	14
GBX1	32
GBX2	32
GC	16
GCA	37
GCAT	7
GCC1	10
GCC2	33
GCDH	29
GCFC2	46
GCG	16
GCGR	10
GCH1	3
GCHFR	16
GCK	15
GCKR	1
GCLC	36
GCLM	38
GCM1	6
GCM2	6
GCN1	3
GCNA	49
GCNT1	32
GCNT2	32
GCNT3	32
GCNT4	32
GCOM1	1
GCSAM	9
GCSAML	30
GCSH	3
GDA	3
GDAP1	48
GDAP1L1	48
GDAP2	41
GDE1	37
GDF1	4
GDF10	4
GDF11	4
GDF15	4
GDF2	4
GDF3	4
GDF5	4
GDF6	4
GDF7	4
GDF9	4
GDI1	7
GDI2	7
GDNF	16
GDPD1	40
GDPD2	40
GDPD3	40
GDPD4	40
GDPD5	40
GDPGP1	21
GEM	7
GEMIN2	46
GEMIN4	1
GEMIN5	7
GEMIN6	44
GEMIN7	16
GEMIN8	4
GEN1	7
GET1	38
GET1-SH3BGR	6
GET3	7
GET4	59
GFAP	10
GFER	2
GFI1	27
GFI1B	53
GFM1	7
GFM2	7
GFOD1	38
GFOD2	38
GFPT1	7
GFPT2	7
GFRA1	1
GFRA2	1
GFRA3	6
GFRA4	16
GFRAL	6
GFY	16
GGA1	45
GGA2	45
GGA3	57
GGACT	28
GGCT	4
GGCX	4
GGH	14
GGN	9
GGNBP2	58
GGPS1	2
GGT1	45
GGT2	45
GGT5	45
GGT6	32
GGT7	45
GGTLC1	45
GGTLC2	45
GGTLC3	45
GH1	16
GH2	16
GHDC	48
GHITM	35
GHR	16
GHRH	16
GHRHR	10
GHRL	9
GHSR	4
GID4	5
GID8	49
GIGYF2	2
GIMAP1	48
GIMAP1-GIMAP5	48
GIMAP2	48
GIMAP4	48
GIMAP5	48
GIMAP6	48
GIMAP7	48
GIMAP8	48
GIMD1	48
GIN1	40
GINM1	16
GINS1	2
GINS2	3
GINS3	14
GINS4	57
GIP	16
GIPC1	10
GIPC2	10
GIPC3	13
GIPR	10
GIT1	23
GIT2	7
GJA1	16
GJA10	16
GJA3	16
GJA4	16
GJA5	16
GJA8	16
GJA9	16
GJB1	16
GJB2	16
GJB3	16
GJB4	16
GJB5	16
GJB6	16
GJB7	16
GJC1	16
GJC2	16
GJC3	16
GJD2	16
GJD3	16
GJD4	16
GJE1	16
GK	7
GK2	7
GK5	7
GKAP1	1
GKN2	16
GLA	5
GLB1	46
GLB1L	46
GLB1L2	46
GLB1L3	46
GLCCI1	4
GLCE	4
GLDC	2
GLDN	18
GLE1	45
GLG1	4
GLI1	53
GLI2	27
GLI3	27
GLI4	27
GLIPR1	59
GLIPR1L1	59
GLIPR1L2	59
GLIPR2	59
GLIS1	27
GLIS2	53
GLIS3	27
GLMN	4
GLMP	4
GLO1	26
GLOD4	21
GLOD5	1
GLP1R	10
GLP2R	10
GLRA1	17
GLRA2	17
GLRA3	17
GLRB	17
GLRX	2
GLRX2	2
GLRX3	7
GLRX5	7
GLS	14
GLS2	14
GLT1D1	1
GLT6D1	16
GLT8D1	48
GLT8D2	48
GLTP	5
GLUD1	3
GLUD2	3
GLUL	2
GLYAT	16
GLYATL1	16
GLYATL1B	16
GLYATL2	16
GLYATL3	9
GLYCTK	17
GLYR1	29
GM2A	16
GMCL1	21
GMCL2	21
GMDS	49
GMEB1	6
GMEB2	6
GMFB	34
GMFG	34
GMIP	57
GML	9
GMNC	16
GMNN	1
GMPPA	7
GMPPB	7
GMPR	2
GMPR2	2
GMPS	2
GNA11	3
GNA12	57
GNA13	3
GNA14	3
GNA15	57
GNAI1	3
GNAI2	57
GNAI3	3
GNAL	57
GNAO1	3
GNAQ	3
GNAS	3
GNAT1	57
GNAT2	57
GNAT3	57
GNAZ	57
GNB1	7
GNB1L	7
GNB2	7
GNB3	7
GNB4	7
GNB5	7
GNE	1
GNG10	6
GNG11	6
GNG12	4
GNG13	6
GNG14	16
GNG2	6
GNG3	6
GNG4	6
GNG5	6
GNG7	4
GNG8	1
GNGT1	6
GNGT2	6
GNL1	7
GNL2	7
GNL3	7
GNL3L	7
GNLY	30
GNMT	4
GNPAT	33
GNPDA1	39
GNPDA2	39
GNPNAT1	37
GNPTAB	35
GNPTG	51
GNRH1	16
GNRH2	30
GNRHR	4
GNS	11
GOLGA1	10
GOLGA2	4
GOLGA3	1
GOLGA4	4
GOLGA5	32
GOLGA6A	1
GOLGA6B	1
GOLGA6C	1
GOLGA6D	1
GOLGA6L1	58
GOLGA6L10	4
GOLGA6L2	4
GOLGA6L22	58
GOLGA6L3	4
GOLGA6L4	4
GOLGA6L6	4
GOLGA6L7	4
GOLGA6L9	9
GOLGA7	38
GOLGA7B	38
GOLGA8A	16
GOLGA8B	16
GOLGA8F	1
GOLGA8G	1
GOLGA8H	16
GOLGA8J	16
GOLGA8K	16
GOLGA8M	16
GOLGA8N	1
GOLGA8O	1
GOLGA8Q	1
GOLGA8R	1
GOLGA8S	16
GOLGA8T	16
GOLGB1	16
GOLIM4	4
GOLM1	16
GOLPH3	43
GOLPH3L	43
GOLT1A	3
GOLT1B	3
GON4L	32
GON7	9
GOPC	10
GORASP1	36
GORASP2	36
GOSR1	3
GOSR2	5
GOT1	7
GOT1L1	7
GOT2	7
GP1BA	23
GP1BB	4
GP2	1
GP5	3
GP6	16
GP9	10
GPA33	4
GPAA1	26
GPALPP1	32
GPAM	33
GPANK1	13
GPAT2	35
GPAT3	8
GPAT4	8
GPATCH1	5
GPATCH11	25
GPATCH2	39
GPATCH2L	1
GPATCH3	1
GPATCH4	10
GPATCH8	51
GPBAR1	4
GPBP1	1
GPBP1L1	16
GPC1	4
GPC2	4
GPC3	4
GPC4	4
GPC5	4
GPC6	4
GPCPD1	37
GPD1	7
GPD1L	7
GPD2	2
GPER1	4
GPHA2	16
GPHB5	6
GPHN	14
GPI	7
GPIHBP1	9
GPKOW	14
GPLD1	43
GPM6A	6
GPM6B	6
GPN1	7
GPN2	7
GPN3	7
GPNMB	16
GPR1	4
GPR101	4
GPR107	51
GPR108	51
GPR119	4
GPR12	4
GPR132	4
GPR135	4
GPR137	1
GPR137B	1
GPR137C	1
GPR139	4
GPR141	6
GPR142	6
GPR143	4
GPR146	6
GPR148	6
GPR149	16
GPR15	4
GPR150	6
GPR151	4
GPR152	17
GPR153	6
GPR155	17
GPR156	44
GPR157	42
GPR158	44
GPR160	16
GPR161	4
GPR162	6
GPR17	4
GPR171	4
GPR173	4
GPR174	4
GPR176	4
GPR179	38
GPR18	4
GPR180	17
GPR182	4
GPR183	4
GPR19	4
GPR20	4
GPR21	4
GPR22	4
GPR25	4
GPR26	4
GPR27	6
GPR3	4
GPR31	4
GPR32	4
GPR33	4
GPR34	4
GPR35	4
GPR37	4
GPR37L1	4
GPR39	4
GPR4	4
GPR42	4
GPR45	4
GPR50	4
GPR52	4
GPR55	4
GPR6	4
GPR61	4
GPR62	4
GPR63	4
GPR65	4
GPR68	4
GPR75	1
GPR75-ASB3	7
GPR78	4
GPR82	6
GPR83	4
GPR84	4
GPR85	4
GPR87	4
GPR88	4
GPR89A	49
GPR89B	49
GPRASP1	16
GPRASP2	16
GPRC5A	16
GPRC5B	6
GPRC5C	6
GPRC5D	16
GPRC6A	46
GPRIN1	1
GPRIN2	16
GPRIN3	16
GPS1	7
GPS2	6
GPSM1	14
GPSM2	14
GPSM3	16
GPT	3
GPT2	3
GPX1	3
GPX2	3
GPX3	3
GPX4	3
GPX5	3
GPX6	3
GPX7	3
GPX8	3
GRAMD1A	26
GRAMD1B	26
GRAMD1C	26
GRAMD2A	26
GRAMD2B	26
GRAMD4	1
GRAP	20
GRAP2	20
GRAPL	38
TAMALIN	4
GRB10	10
GRB14	10
GRB2	20
GRB7	10
GREB1	1
GREB1L	1
GREM1	4
GREM2	4
GRHL1	38
GRHL2	38
GRHL3	38
GRHPR	3
GRIA1	28
GRIA2	28
GRIA3	28
GRIA4	28
GRID1	28
GRID2	28
GRID2IP	7
GRIFIN	6
GRIK1	28
GRIK2	28
GRIK3	28
GRIK4	28
GRIK5	28
GRIN1	28
GRIN2A	28
GRIN2B	28
GRIN2C	28
GRIN2D	28
GRIN3A	28
GRIN3B	28
GRINA	26
GRIP1	10
GRIP2	10
GRIPAP1	1
GRK1	7
GRK2	7
GRK3	7
GRK4	7
GRK5	7
GRK6	7
GRK7	7
GRM1	46
GRM2	46
GRM3	46
GRM4	46
GRM5	46
GRM6	46
GRM7	46
GRM8	46
GRN	48
GRP	16
GRPEL1	2
GRPEL2	2
GRPR	4
GRSF1	28
GRTP1	7
GRWD1	7
GRXCR1	32
GRXCR2	6
GSAP	1
GSC	34
GSC2	38
GSDMA	16
GSDMB	9
GSDMC	9
GSDMD	9
GSDME	1
GSE1	6
GSG1	16
GSG1L	16
GSG1L2	16
GSK3A	7
GSK3B	7
GSKIP	4
GSN	23
GSPT1	7
GSPT2	7
GSR	7
GSS	2
GSTA1	24
GSTA2	24
GSTA3	24
GSTA4	24
GSTA5	24
GSTCD	13
GSTK1	1
GSTM1	24
GSTM2	24
GSTM3	24
GSTM4	24
GSTM5	24
GSTO1	29
GSTO2	29
GSTP1	24
GSTT1	14
GSTT2	14
GSTT2B	14
GSTT4	14
GSTZ1	14
GSX1	38
GSX2	4
GTDC1	6
GTF2A1	39
GTF2A1L	39
GTF2A2	39
GTF2B	7
GTF2E1	45
GTF2E2	32
GTF2F1	4
GTF2F2	45
GTF2H1	45
GTF2H2	7
GTF2H2C	7
GTF2H2C_2	7
GTF2H3	26
GTF2H4	7
GTF2H5	4
GTF2I	16
GTF2IRD1	16
GTF2IRD2	1
GTF2IRD2B	1
GTF3A	27
GTF3C1	4
GTF3C2	46
GTF3C3	27
GTF3C4	1
GTF3C5	26
GTF3C6	1
GTPBP1	7
GTPBP10	7
GTPBP2	7
GTPBP3	26
GTPBP4	7
GTPBP6	28
GTPBP8	52
GTSE1	1
GTSF1	6
GTSF1L	1
GUCA1A	26
GUCA1B	15
GUCA1C	15
GUCA2A	16
GUCA2B	16
GUCD1	21
GUCY1A1	24
GUCY1A2	24
GUCY1B1	24
GUCY2C	7
GUCY2D	7
GUCY2F	7
GUF1	7
GUK1	7
GUSB	21
GVQW3	30
GXYLT1	10
GXYLT2	10
GYG1	57
GYG2	57
GYPA	9
GYPB	30
GYPC	16
GYPE	30
GYS1	43
GYS2	43
GZF1	27
GZMA	22
GZMB	22
GZMH	22
GZMK	22
GZMM	22
H1-0	34
H1-1	4
H1-10	6
H1-2	4
H1-3	4
H1-4	4
H1-5	4
H1-6	6
H1-7	9
H1-8	6
H2AB1	7
H2AB2	7
H2AB3	7
H2AC1	7
H2AC11	7
H2AC12	7
H2AC13	7
H2AC14	7
H2AC15	7
H2AC16	7
H2AC17	7
H2AC18	7
H2AC19	7
H2AC20	7
H2AC21	7
H2AC4	7
H2AC6	7
H2AC7	7
H2AC8	7
H2AJ	7
H2AP	9
H2AW	7
H2AX	7
H2AZ1	7
H2AZ2	7
H2BC1	7
H2BC10	7
H2BC11	7
H2BC12	7
H2BC13	7
H2BC14	7
H2BC15	7
H2BC17	7
H2BC18	7
H2BC21	7
H2BC3	7
H2BC4	7
H2BC5	7
H2BC6	7
H2BC7	7
H2BC8	7
H2BC9	7
H2BE1	7
H2BS1	7
H2BU1	7
H2BW1	7
H2BW2	7
H3-2	7
H3-3A	7
H3-3B	7
H3-4	7
H3-5	7
H3C1	7
H3C10	7
H3C11	7
H3C12	7
H3C13	7
H3C14	7
H3C15	7
H3C2	7
H3C3	7
H3C4	7
H3C6	7
H3C7	7
H3C8	7
H3Y1	7
H3Y2	7
H4-16	7
H4C1	7
H4C11	7
H4C12	7
H4C13	7
H4C14	7
H4C15	7
H4C2	7
H4C3	7
H4C4	7
H4C5	7
H4C6	7
H4C7	7
H4C8	7
H4C9	7
H6PD	7
HAAO	34
HABP2	22
HABP4	6
HACD1	3
HACD2	3
HACD3	15
HACD4	5
HACE1	7
HACL1	2
HADH	29
HADHA	2
HADHB	3
HAGH	2
HAGHL	2
HAL	42
HAMP	9
HAND1	4
HAND2	4
HAO1	2
HAO2	2
HAP1	4
HAPLN1	16
HAPLN2	16
HAPLN3	16
HAPLN4	16
HARBI1	48
HARS1	7
HARS2	7
HAS1	43
HAS2	43
HAS3	43
HASPIN	39
HAT1	26
HAUS1	48
HAUS2	1
HAUS3	48
HAUS4	48
HAUS5	1
HAUS6	38
HAUS7	1
HAUS8	1
HAVCR1	16
HAVCR2	16
HAX1	16
HBA1	1
HBA2	1
HBB	1
HBD	16
HBE1	1
HBEGF	16
HBG1	1
HBG2	1
HBM	1
HBP1	38
HBQ1	1
HBS1L	7
HBZ	1
HCAR1	4
HCAR2	4
HCAR3	4
HCCS	36
HCFC1	7
HCFC1R1	9
HCFC2	7
HCG22	6
HCK	7
HCLS1	20
HCN1	7
HCN2	7
HCN3	7
HCN4	7
HCRT	16
HCRTR1	4
HCRTR2	4
HCST	30
HDAC1	7
HDAC10	7
HDAC11	7
HDAC2	7
HDAC3	7
HDAC4	7
HDAC5	7
HDAC6	7
HDAC7	7
HDAC8	7
HDAC9	7
HDC	29
HDDC2	3
HDDC3	14
HDGF	1
HDGFL1	4
HDGFL2	1
HDGFL3	32
HDHD2	29
HDHD3	45
HDHD5	37
HDLBP	36
HDX	16
HEATR1	3
HEATR3	38
HEATR4	1
HEATR5A	45
HEATR5B	45
HEATR6	46
HEATR9	1
HEBP1	48
HEBP2	48
HECA	6
HECTD1	7
HECTD2	7
HECTD3	7
HECTD4	7
HECW1	7
HECW2	7
HEG1	19
HELB	1
HELLS	7
HELQ	7
HELT	4
HELZ	7
HELZ2	7
HEMGN	16
HEMK1	2
HENMT1	48
HEPACAM	4
HEPACAM2	4
HEPH	1
HEPHL1	1
HEPN1	30
HERC1	7
HERC2	7
HERC3	7
HERC4	7
HERC5	7
HERC6	7
HERPUD1	6
HERPUD2	6
HES1	10
HES2	4
HES3	6
HES4	4
HES5	4
HES6	4
HES7	4
HESX1	34
HEXA	39
HEXB	39
HEXD	4
HEXIM1	4
HEXIM2	4
HEY1	4
