Gene_name_A	Gene_name_B	type
DDX4	KCNK18	Wormbase
DDX4	KCTD3	Wormbase
DDX4	KCTD8	Wormbase
DDX4	KIF5C	Wormbase
DDX4	KPNA2	Wormbase
DDX4	KPNA4	Wormbase
DDX4	KRI1	Wormbase
DDX4	KRT84	Wormbase
DDX4	KYNU	Wormbase
DDX4	L2HGDH	Wormbase
DDX4	LAMA5	Wormbase
DDX4	LAMB1	Wormbase
DDX4	LAMC1	Wormbase
DDX4	LARP1	Wormbase
DDX4	LARS1	Wormbase
DDX4	LDB3	Wormbase
DDX4	LETMD1	Wormbase
DDX4	LGALS4	Wormbase
DDX4	LGALS9	Wormbase
DDX4	LGALS9C	Wormbase
DDX4	LGR5	Wormbase
DDX4	LIG3	Wormbase
DDX4	LIN9	Wormbase
DDX4	LMAN1	Wormbase
DDX4	LMAN2	Wormbase
DDX4	LMNA	Wormbase
DDX4	LMNB1	Wormbase
DDX4	LMNB2	Wormbase
DDX4	LMO7	Wormbase
DDX4	LNPEP	Wormbase
DDX4	LONP1	Wormbase
DDX4	LPP	Wormbase
DDX4	LRP1B	Wormbase
DDX4	LRRC1	Wormbase
DDX4	LRRFIP2	Wormbase
DDX4	LSM14A	Wormbase
DDX4	LTA4H	Wormbase
DDX4	MAP2K5	Wormbase
DDX4	MTARC1	Wormbase
DDX4	MARS1	Wormbase
DDX4	SLA2	Wormbase
DDX4	MAT1A	Wormbase
DDX4	MATN2	Wormbase
DDX4	MCCC1	Wormbase
DDX4	MCM3	Wormbase
DDX4	MCM4	Wormbase
DDX4	MCM5	Wormbase
DDX4	MCM7	Wormbase
DDX4	MDH1	Wormbase
DDX4	MDH2	Wormbase
DDX4	MDN1	Wormbase
DDX4	METTL1	Wormbase
DDX4	MPC2	Wormbase
DDX4	MPHOSPH10	Wormbase
DDX4	MRPL37	Wormbase
DDX4	MRPS30	Wormbase
DDX4	MRPS5	Wormbase
DDX4	MSH2	Wormbase
DDX4	MSRA	Wormbase
DDX4	MTCH2	Wormbase
DDX4	MTR	Wormbase
DDX4	MUC3A	Wormbase
DDX4	MYH10	Wormbase
DDX4	MYH6	Wormbase
DDX4	MYH7	Wormbase
DDX4	MYL1	Wormbase
DDX4	MYL12B	Wormbase
DDX4	MYL6	Wormbase
DDX4	MYL6B	Wormbase
DDX4	MYLPF	Wormbase
DDX4	MYO1E	Wormbase
DDX4	MYO6	Wormbase
DDX4	NAA15	Wormbase
DDX4	NAP1L1	Wormbase
DDX4	NAPB	Wormbase
DDX4	NARS1	Wormbase
DDX4	NASP	Wormbase
DDX4	NAT10	Wormbase
DDX4	NBAS	Wormbase
DDX4	NBEA	Wormbase
DDX4	NCLN	Wormbase
DDX4	NDUFA10	Wormbase
DDX4	NDUFA2	Wormbase
DDX4	NDUFA5	Wormbase
DDX4	NDUFA8	Wormbase
DDX4	NDUFB10	Wormbase
DDX4	NDUFB9	Wormbase
DDX4	NDUFS1	Wormbase
DDX4	NDUFS2	Wormbase
DDX4	NDUFS3	Wormbase
DDX4	NDUFS8	Wormbase
DDX4	NEFL	Wormbase
DDX4	NFS1	Wormbase
DDX4	NID1	Wormbase
DDX4	NIP7	Wormbase
DDX4	NOLC1	Wormbase
DDX4	NOP2	Wormbase
DDX4	NOP58	Wormbase
DDX4	NPEPL1	Wormbase
DDX4	NUAK1	Wormbase
DDX4	NUP205	Wormbase
DDX4	NUP93	Wormbase
DDX4	OLA1	Wormbase
DDX4	OPA1	Wormbase
DDX4	OXCT1	Wormbase
DDX4	PA2G4	Wormbase
DDX4	PABPC1	Wormbase
DDX4	PAFAH1B1	Wormbase
DDX4	PARP2	Wormbase
DDX4	PARVA	Wormbase
DDX4	PC	Wormbase
DDX4	PCCA	Wormbase
DDX4	PCCB	Wormbase
DDX4	PCK2	Wormbase
DDX4	PCNA	Wormbase
DDX4	PDCD11	Wormbase
DDX4	PDHB	Wormbase
DDX4	PDIA6	Wormbase
DDX4	PDXDC1	Wormbase
DDX4	PGC	Wormbase
DDX4	PGK1	Wormbase
DDX4	PGM2	Wormbase
DDX4	PISD	Wormbase
DDX4	PIWIL1	Wormbase
DDX4	PKM	Wormbase
DDX4	PLBD2	Wormbase
DDX4	PLD3	Wormbase
DDX4	PLS3	Wormbase
DDX4	PMPCB	Wormbase
DDX4	PNN	Wormbase
DDX4	POLR1A	Wormbase
DDX4	POLR1B	Wormbase
DDX4	POLR1D	Wormbase
DDX4	POLR2B	Wormbase
DDX4	POLR2I	Wormbase
DDX4	POR	Wormbase
DDX4	PPA1	Wormbase
DDX4	PPIF	Wormbase
DDX4	PPIL2	Wormbase
DDX4	PPM1F	Wormbase
DDX4	PPM1G	Wormbase
DDX4	PPP1CB	Wormbase
DDX4	PPP2R1A	Wormbase
DDX4	PPP2R5D	Wormbase
DDX4	PRCP	Wormbase
DDX4	PRDX3	Wormbase
DDX4	PRKAR1A	Wormbase
DDX4	PRODH	Wormbase
DDX4	PRPF19	Wormbase
DDX4	PRPF40A	Wormbase
DDX4	PRSS16	Wormbase
DDX4	PSMA5	Wormbase
DDX4	PSMB1	Wormbase
DDX4	PSMB2	Wormbase
DDX4	PSMB3	Wormbase
DDX4	PSMB4	Wormbase
DDX4	PSMB7	Wormbase
DDX4	PSMB8	Wormbase
DDX4	PSMC3	Wormbase
DDX4	PSMD11	Wormbase
DDX4	PSMD13	Wormbase
DDX4	PSMD5	Wormbase
DDX4	PSMD6	Wormbase
DDX4	PTPRF	Wormbase
DDX4	PURA	Wormbase
DDX4	PWP1	Wormbase
DDX4	PWP2	Wormbase
DDX4	PXN	Wormbase
DDX4	PYCR1	Wormbase
DDX4	PYGM	Wormbase
DDX4	RAB11A	Wormbase
DDX4	RAB1A	Wormbase
DDX4	RAB2B	Wormbase
DDX4	RACK1	Wormbase
DDX4	RAN	Wormbase
DDX4	RBBP4	Wormbase
DDX4	RBM28	Wormbase
DDX4	RBMS1	Wormbase
DDX4	RCC1	Wormbase
DDX4	RDH13	Wormbase
DDX4	RDH14	Wormbase
DDX4	RDH16	Wormbase
DDX4	RGS7	Wormbase
DDX4	RHOA	Wormbase
DDX4	RNPS1	Wormbase
DDX4	RPF2	Wormbase
DDX4	RPL10	Wormbase
DDX4	RPL10A	Wormbase
DDX4	RPL12	Wormbase
DDX4	RPL13	Wormbase
DDX4	RPL13A	Wormbase
DDX4	RPL14	Wormbase
DDX4	RPL15	Wormbase
DDX4	RPL17-C18orf32	Wormbase
DDX4	RPL18	Wormbase
DDX4	RPL18A	Wormbase
DDX4	RPL19	Wormbase
DDX4	RPL21	Wormbase
DDX4	RPL23A	Wormbase
DDX4	RPL26	Wormbase
DDX4	RPL27	Wormbase
DDX4	RPL27A	Wormbase
DDX4	RPL28	Wormbase
DDX4	RPL3	Wormbase
DDX4	RPL30	Wormbase
DDX4	RPL32	Wormbase
DDX4	RPL34	Wormbase
DDX4	RPL35	Wormbase
DDX4	RPL35A	Wormbase
DDX4	RPL36	Wormbase
DDX4	RPL36AL	Wormbase
DDX4	RPL37A	Wormbase
DDX4	RPL4	Wormbase
DDX4	RPL5	Wormbase
DDX4	RPL6	Wormbase
DDX4	RPL7	Wormbase
DDX4	RPL7A	Wormbase
DDX4	RPL8	Wormbase
DDX4	RPLP2	Wormbase
DDX4	RPN1	Wormbase
DDX4	RPN2	Wormbase
DDX4	RPS11	Wormbase
DDX4	RPS13	Wormbase
DDX4	RPS15	Wormbase
DDX4	RPS15A	Wormbase
DDX4	RPS16	Wormbase
DDX4	RPS17	Wormbase
DDX4	RPS18	Wormbase
DDX4	RPS21	Wormbase
DDX4	RPS3	Wormbase
DDX4	RPS4X	Wormbase
DDX4	RPS5	Wormbase
DDX4	RPS6	Wormbase
DDX4	RPS6KB1	Wormbase
DDX4	RPS7	Wormbase
DDX4	RPS8	Wormbase
DDX4	RPSA	Wormbase
DDX4	RUVBL2	Wormbase
DDX4	SAP18	Wormbase
DDX4	SCD	Wormbase
DDX4	SCP2	Wormbase
DDX4	SDAD1	Wormbase
DDX4	SDF2	Wormbase
DDX4	SDHA	Wormbase
DDX4	SDHB	Wormbase
DDX4	SDK1	Wormbase
DDX4	SDR9C7	Wormbase
DDX4	SEC11C	Wormbase
DDX4	SEC23A	Wormbase
DDX4	SEC24B	Wormbase
DDX4	SEC24C	Wormbase
DDX4	SEC31A	Wormbase
DDX4	SEC61A2	Wormbase
DDX4	SEC63	Wormbase
DDX4	SETD3	Wormbase
DDX4	SF3B3	Wormbase
DDX4	SFXN1	Wormbase
DDX4	SGK1	Wormbase
DDX4	SGPL1	Wormbase
DDX4	SHMT1	Wormbase
DDX4	SLC12A6	Wormbase
DDX4	SLC15A1	Wormbase
DDX4	SLC16A14	Wormbase
DDX4	SLC25A1	Wormbase
DDX4	SLC25A10	Wormbase
DDX4	SLC25A3	Wormbase
DDX4	SLC25A5	Wormbase
DDX4	SLC27A4	Wormbase
DDX4	SLC3A1	Wormbase
DDX4	SLC6A1	Wormbase
DDX4	SLC9A3R2	Wormbase
DDX4	SMARCC2	Wormbase
DDX4	SMC1A	Wormbase
DDX4	SMYD3	Wormbase
DDX4	SNAP25	Wormbase
DDX4	SND1	Wormbase
DDX4	SNRNP200	Wormbase
DDX4	SNRNP40	Wormbase
DDX4	SNRPA1	Wormbase
DDX4	SNRPB2	Wormbase
DDX4	TOP2A	Wormbase
DDX4	SOD2	Wormbase
DDX4	SPTAN1	Wormbase
DDX4	SPTBN1	Wormbase
DDX4	SQOR	Wormbase
DDX4	SRP68	Wormbase
DDX4	SRR	Wormbase
DDX4	SRRT	Wormbase
DDX4	SRSF11	Wormbase
DDX4	SSB	Wormbase
DDX4	SSR1	Wormbase
DDX4	SSR4	Wormbase
DDX4	SSRP1	Wormbase
DDX4	STAM	Wormbase
DDX4	STOML2	Wormbase
DDX4	STRN3	Wormbase
DDX4	STT3B	Wormbase
DDX4	STXBP1	Wormbase
DDX4	SUCLA2	Wormbase
DDX4	SUCLG1	Wormbase
DDX4	SUPT5H	Wormbase
DDX4	SYNE1	Wormbase
DDX4	TAF10	Wormbase
DDX4	TAF4B	Wormbase
DDX4	TAF8	Wormbase
DDX4	TAMM41	Wormbase
DDX4	TARS1	Wormbase
DDX4	TDH	Wormbase
DDX4	UPF1	Wormbase
DDX4	THOP1	Wormbase
DDX4	TIA1	Wormbase
DDX4	TIMM44	Wormbase
DDX4	TINAGL1	Wormbase
DDX4	TKT	Wormbase
DDX4	TLN1	Wormbase
DDX4	TMED10	Wormbase
DDX4	TMED2	Wormbase
DDX4	TMED9	Wormbase
DDX4	VCL	Wormbase
DDX4	TMOD1	Wormbase
DDX4	TNFAIP1	Wormbase
DDX4	TNNI2	Wormbase
DDX4	TNS1	Wormbase
DDX4	TOMM40	Wormbase
DDX4	TOP1	Wormbase
DDX4	TPD52	Wormbase
DDX4	TPI1	Wormbase
DDX4	TPM1	Wormbase
DDX4	TPRKB	Wormbase
DDX4	TPT1	Wormbase
DDX4	TRIM71	Wormbase
DDX4	TRIP4	Wormbase
DDX4	TTLL12	Wormbase
DDX4	TTN	Wormbase
DDX4	TUBA1C	Wormbase
DDX4	TUBG1	Wormbase
DDX4	TUFM	Wormbase
DDX4	TXNDC12	Wormbase
DDX4	TYR	Wormbase
DDX4	UBA1	Wormbase
DDX4	UCHL3	Wormbase
DDX4	UCKL1	Wormbase
DDX4	UFL1	Wormbase
DDX4	UGT2B7	Wormbase
DDX4	UQCRC2	Wormbase
DDX4	USP11	Wormbase
DDX4	USP4	Wormbase
DDX4	USP7	Wormbase
DDX4	UTP3	Wormbase
DDX4	UTP4	Wormbase
DDX4	VAPA	Wormbase
DDX4	VARS1	Wormbase
DDX4	VDAC2	Wormbase
DDX4	VIM	Wormbase
DDX4	WDR3	Wormbase
DDX4	WDR43	Wormbase
DDX4	WDR55	Wormbase
DDX4	WIF1	Wormbase
DDX4	XPR1	Wormbase
DDX4	YBX1	Wormbase
DDX4	YWHAZ	Wormbase
DDX4	ZC3H10	Wormbase
DDX4	ZW10	Wormbase
DDX6	AMD1	Wormbase
DDX6	CRYAB	Wormbase
DDX6	DVL2	Wormbase
DDX6	KIF23	Wormbase
DDX6	MED7	Wormbase
DDX6	PATL1	Wormbase
DDX6	PRKN	Wormbase
DDX6	TMEM131	Wormbase
DDX6	YBX1	Wormbase
DDX6	YBX3	Wormbase
DDX6	ZFP36L1	Wormbase
DEGS2	SETD5	Wormbase
DEGS2	TSC22D3	Wormbase
DIAPH1	DLAT	Wormbase
DICER1	ERI1	Wormbase
DLAT	ACTB	Wormbase
DLAT	ACTN2	Wormbase
DLAT	LMNB1	Wormbase
DLAT	PDHB	Wormbase
DLAT	PICK1	Wormbase
DLG3	ACTN2	Wormbase
DLG3	AJM1	Wormbase
DLG3	ALDH7A1	Wormbase
DLG3	ATAD3B	Wormbase
DLG3	BMPER	Wormbase
DLG3	CELSR2	Wormbase
DLG3	CNN1	Wormbase
DLG3	COL21A1	Wormbase
DLG3	CORO6	Wormbase
DLG3	CRYAB	Wormbase
DLG3	DMXL1	Wormbase
DLG3	DVL2	Wormbase
DLG3	ECE1	Wormbase
DLG3	EIF3M	Wormbase
DLG3	EPS8	Wormbase
DLG3	FGFR3	Wormbase
DLG3	FLNA	Wormbase
DLG3	FRMD4A	Wormbase
DLG3	GAPDH	Wormbase
DLG3	GFI1	Wormbase
DLG3	HDAC1	Wormbase
DLG3	ITSN1	Wormbase
DLG3	LARP1	Wormbase
DLG3	LGALS4	Wormbase
DLG3	LMNA	Wormbase
DLG3	MAGI3	Wormbase
DLG3	MAP1B	Wormbase
DLG3	MAPRE1	Wormbase
DLG3	MNAT1	Wormbase
DLG3	MORF4L1	Wormbase
DLG3	MUC3A	Wormbase
DLG3	NMT2	Wormbase
DLG3	NUP43	Wormbase
DLG3	OSTF1	Wormbase
DLG3	PARP1	Wormbase
DLG3	PFDN6	Wormbase
DLG3	PIP5K1A	Wormbase
DLG3	PPIB	Wormbase
DLG3	PTPRZ1	Wormbase
DLG3	PWP1	Wormbase
DLG3	EPRS1	Wormbase
DLG3	QARS1	Wormbase
DLG3	REST	Wormbase
DLG3	RIC1	Wormbase
DLG3	RNF20	Wormbase
DLG3	VARS1	Wormbase
DLG3	RSPRY1	Wormbase
DLG3	SDK1	Wormbase
DLG3	SERP2	Wormbase
DLG3	SOD2	Wormbase
DLG3	TAF3	Wormbase
DLG3	TTN	Wormbase
DLG3	TWF1	Wormbase
DLG3	TXNDC12	Wormbase
DLG3	VIM	Wormbase
DLX6	DBP	Wormbase
DLX6	DMRT2	Wormbase
DLX6	DMRTC2	Wormbase
DLX6	DRAP1	Wormbase
DLX6	ZBTB40	Wormbase
DLX6	ZNF236	Wormbase
DMD	SNTB1	Wormbase
DMRT2	DMRTC2	Wormbase
DMRT2	TBX19	Wormbase
DMRT2	ZFP36L1	Wormbase
DMRT2	ZBTB40	Wormbase
DMRT3	ZNF236	Wormbase
DMRTA2	IKZF1	Wormbase
DMRTA2	ZNF236	Wormbase
DMRTC2	DBP	Wormbase
DMRTC2	EYA2	Wormbase
DMRTC2	HOXA5	Wormbase
DMRTC2	MAX	Wormbase
DMRTC2	ZNF714	Wormbase
DNAJC13	SNX2	Wormbase
DNALI1	SH3GL1	Wormbase
DNALI1	TSC22D3	Wormbase
DNASE2B	ERI1	Wormbase
DNASE2B	EXOSC10	Wormbase
DNASE2B	EXOSC5	Wormbase
DNASE2B	FEN1	Wormbase
DNM1	AP2A2	Wormbase
DNM1	AP2B1	Wormbase
DNM1	AP2M1	Wormbase
DNM1	BMPER	Wormbase
DNM1	CLTC	Wormbase
DNM1	FCGBP	Wormbase
DNM1	PPP3CA	Wormbase
DNM1	SNX33	Wormbase
DNM1	TUBB	Wormbase
DNM1	TUBB2B	Wormbase
DNTTIP1	HDAC1	Wormbase
DNTTIP1	PRKG1	Wormbase
DOC2B	RAB27A	Wormbase
DOCK1	ELMO2	Wormbase
DPF3	DRAP1	Wormbase
DPF3	DVL1	Wormbase
DPF3	DVL2	Wormbase
DPF3	HIF1A	Wormbase
DPF3	HMX3	Wormbase
DPF3	IRF2BP2	Wormbase
DPF3	LHX1	Wormbase
DPF3	ZNF236	Wormbase
DPF3	ZNF18	Wormbase
DPF3	ZNF208	Wormbase
DPF3	ZNF227	Wormbase
DPY19L1	HMCN1	Wormbase
DPY19L1	UNC5B	Wormbase
DR1	DRAP1	Wormbase
DR1	HIF1A	Wormbase
DR1	HMX3	Wormbase
DR1	MECOM	Wormbase
DR1	TBX19	Wormbase
DR1	ZNF236	Wormbase
DR1	ZNF816	Wormbase
DRD2	CD63	Wormbase
DUSP8	MAPK14	Wormbase
DVL2	LHX5	Wormbase
DVL2	VANGL1	Wormbase
DYM	OXR1	Wormbase
DYM	SH3BGR	Wormbase
DYM	UBB	Wormbase
DYNC1LI2	KLC1	Wormbase
DYNLL2	CDX2	Wormbase
DYNLL2	DYNC1I1	Wormbase
DYNLL2	EXD1	Wormbase
DYNLL2	HNF4A	Wormbase
DYNLL2	METTL16	Wormbase
DYNLL2	MPRIP	Wormbase
DYNLL2	PUM2	Wormbase
DYNLL2	QKI	Wormbase
DYNLL2	SPECC1	Wormbase
DYNLL2	SUMO1	Wormbase
DYNLL2	ZFP36L1	Wormbase
DYNLRB1	DYNC1I1	Wormbase
DYRK1A	ACLY	Wormbase
DYRK1A	AGO2	Wormbase
DYRK1A	AP2A2	Wormbase
DYRK1A	APC	Wormbase
DYRK1A	ARMC1	Wormbase
DYRK1A	AURKA	Wormbase
DYRK1A	BPTF	Wormbase
DYRK1A	CASP3	Wormbase
DYRK1A	CDC14A	Wormbase
DYRK1A	CDK16	Wormbase
DYRK1A	CHN2	Wormbase
DYRK1A	CLASP2	Wormbase
DYRK1A	CLEC10A	Wormbase
DYRK1A	CPSF4	Wormbase
DYRK1A	CSE1L	Wormbase
DYRK1A	CTDNEP1	Wormbase
DYRK1A	CTSF	Wormbase
DYRK1A	CUL3	Wormbase
DYRK1A	DCAF7	Wormbase
DYRK1A	DCP2	Wormbase
DYRK1A	DCUN1D1	Wormbase
DYRK1A	DDX19A	Wormbase
DYRK1A	DDX3Y	Wormbase
DYRK1A	DIAPH1	Wormbase
DYRK1A	DLGAP1	Wormbase
DYRK1A	DNA2	Wormbase
DYRK1A	DVL2	Wormbase
DYRK1A	E2F3	Wormbase
DYRK1A	E2F4	Wormbase
DYRK1A	ECT2	Wormbase
DYRK1A	EDC4	Wormbase
DYRK1A	EIF2B1	Wormbase
DYRK1A	EIF2S3	Wormbase
DYRK1A	EP300	Wormbase
DYRK1A	EPC1	Wormbase
DYRK1A	ERP44	Wormbase
DYRK1A	FAM13A	Wormbase
DYRK1A	ATPSCKMT	Wormbase
DYRK1A	FAM43A	Wormbase
DYRK1A	FNTB	Wormbase
DYRK1A	FOXRED1	Wormbase
DYRK1A	GATA4	Wormbase
DYRK1A	GFPT2	Wormbase
DYRK1A	GSK3B	Wormbase
DYRK1A	HADHA	Wormbase
DYRK1A	HADHB	Wormbase
DYRK1A	HINFP	Wormbase
DYRK1A	HNF4G	Wormbase
DYRK1A	HSPA8	Wormbase
DYRK1A	IGHMBP2	Wormbase
DYRK1A	ING3	Wormbase
DYRK1A	INTS4	Wormbase
DYRK1A	JAKMIP3	Wormbase
DYRK1A	KAT5	Wormbase
DYRK1A	KAT8	Wormbase
DYRK1A	KIFC3	Wormbase
DYRK1A	LIN9	Wormbase
DYRK1A	LRP4	Wormbase
DYRK1A	MAPK1	Wormbase
DYRK1A	MCM10	Wormbase
DYRK1A	MITD1	Wormbase
DYRK1A	MRPS25	Wormbase
DYRK1A	NAA25	Wormbase
DYRK1A	NCAPH2	Wormbase
DYRK1A	NFIB	Wormbase
DYRK1A	NFIL3	Wormbase
DYRK1A	OTUD1	Wormbase
DYRK1A	PARD3	Wormbase
DYRK1A	PARD6A	Wormbase
DYRK1A	PC	Wormbase
DYRK1A	PCMT1	Wormbase
DYRK1A	PLBD2	Wormbase
DYRK1A	POLR2H	Wormbase
DYRK1A	PPM1D	Wormbase
DYRK1A	PPP1R12B	Wormbase
DYRK1A	PPP2R5A	Wormbase
DYRK1A	PPP4C	Wormbase
DYRK1A	PPP4R1	Wormbase
DYRK1A	PRDM16	Wormbase
DYRK1A	PRPF31	Wormbase
DYRK1A	RBL2	Wormbase
DYRK1A	RBM5	Wormbase
DYRK1A	REPS2	Wormbase
DYRK1A	RGS8	Wormbase
DYRK1A	RIN2	Wormbase
DYRK1A	RRAGA	Wormbase
DYRK1A	RUVBL2	Wormbase
DYRK1A	SBNO1	Wormbase
DYRK1A	SNX6	Wormbase
DYRK1A	SP4	Wormbase
DYRK1A	SPECC1	Wormbase
DYRK1A	SRCAP	Wormbase
DYRK1A	STAG2	Wormbase
DYRK1A	TAF12	Wormbase
DYRK1A	TENT2	Wormbase
DYRK1A	TFDP1	Wormbase
DYRK1A	TUBG1	Wormbase
DYRK1A	UBA2	Wormbase
DYRK1A	VPS72	Wormbase
DYRK1A	YEATS4	Wormbase
DYRK1A	YTHDC2	Wormbase
DYRK1A	ZFP36L2	Wormbase
DYRK1A	ZMYND11	Wormbase
DYRK2	ACTN2	Wormbase
DYRK2	ADK	Wormbase
DYRK2	AGO2	Wormbase
DYRK2	AGO3	Wormbase
DYRK2	AJM1	Wormbase
DYRK2	ATAD3B	Wormbase
DYRK2	AURKA	Wormbase
DYRK2	BPTF	Wormbase
DYRK2	BRCA1	Wormbase
DYRK2	CCT6A	Wormbase
DYRK2	CHD5	Wormbase
DYRK2	CLASP2	Wormbase
DYRK2	CNOT1	Wormbase
DYRK2	CNOT6L	Wormbase
DYRK2	CNOT7	Wormbase
DYRK2	COLEC12	Wormbase
DYRK2	CSNK2B	Wormbase
DYRK2	CUX2	Wormbase
DYRK2	DEPDC5	Wormbase
DYRK2	DLG3	Wormbase
DYRK2	DMAP1	Wormbase
DYRK2	DNA2	Wormbase
DYRK2	DPH1	Wormbase
DYRK2	E2F3	Wormbase
DYRK2	E2F4	Wormbase
DYRK2	ERP44	Wormbase
DYRK2	FAM13A	Wormbase
DYRK2	FBXW11	Wormbase
DYRK2	GATA4	Wormbase
DYRK2	GMPS	Wormbase
DYRK2	GSK3B	Wormbase
DYRK2	HACE1	Wormbase
DYRK2	HAS3	Wormbase
DYRK2	HDAC6	Wormbase
DYRK2	HKDC1	Wormbase
DYRK2	HORMAD1	Wormbase
DYRK2	IFIH1	Wormbase
DYRK2	KATNA1	Wormbase
DYRK2	LIN9	Wormbase
DYRK2	LPGAT1	Wormbase
DYRK2	MAD2L1	Wormbase
DYRK2	MCM10	Wormbase
DYRK2	MIOS	Wormbase
DYRK2	MRE11	Wormbase
DYRK2	NCAPH2	Wormbase
DYRK2	NPRL2	Wormbase
DYRK2	NPRL3	Wormbase
DYRK2	NRBP1	Wormbase
DYRK2	ONECUT1	Wormbase
DYRK2	ONECUT2	Wormbase
DYRK2	PGLS	Wormbase
DYRK2	PLD3	Wormbase
DYRK2	PPA1	Wormbase
DYRK2	PPP2R5D	Wormbase
DYRK2	PPP4R1	Wormbase
DYRK2	PRDM16	Wormbase
DYRK2	PRIM2	Wormbase
DYRK2	PTCH2	Wormbase
DYRK2	PYCR3	Wormbase
DYRK2	RBL2	Wormbase
DYRK2	RDH13	Wormbase
DYRK2	RFC4	Wormbase
DYRK2	RFC5	Wormbase
DYRK2	RPRD1B	Wormbase
DYRK2	RUVBL2	Wormbase
DYRK2	SACM1L	Wormbase
DYRK2	SEC16A	Wormbase
DYRK2	SEC16B	Wormbase
DYRK2	SLC25A15	Wormbase
DYRK2	SQSTM1	Wormbase
DYRK2	SRCAP	Wormbase
DYRK2	STOM	Wormbase
DYRK2	SUMO1	Wormbase
DYRK2	SZT2	Wormbase
DYRK2	TENT2	Wormbase
DYRK2	TFDP1	Wormbase
DYRK2	TMEM201	Wormbase
DYRK2	TMOD1	Wormbase
DYRK2	WDR24	Wormbase
DYRK2	UBE4B	Wormbase
DYRK2	UBR5	Wormbase
DYRK2	USO1	Wormbase
DYRK2	USP47	Wormbase
DYRK2	USP7	Wormbase
DYRK2	ZFP36L2	Wormbase
DYRK2	WDHD1	Wormbase
DYRK2	WDR82	Wormbase
DYRK2	XPO1	Wormbase
DYRK2	YEATS4	Wormbase
DYRK2	ZFP36L1	Wormbase
DYRK2	ZW10	Wormbase
E2F3	D6RAR5	Wormbase
E2F3	EYA2	Wormbase
E2F3	HOXA5	Wormbase
E2F3	MECOM	Wormbase
E2F3	RORA	Wormbase
E2F3	TBX19	Wormbase
E2F4	LIN54	Wormbase
E2F4	RBL2	Wormbase
EBF1	KDM6B	Wormbase
ECSIT	ACTN2	Wormbase
ECSIT	NR4A1	Wormbase
ECT2	RACGAP1	Wormbase
EEF1G	VPS39	Wormbase
EEF2	BMPER	Wormbase
EFNA1	EPHB2	Wormbase
EGLN1	APBA1	Wormbase
EHBP1	RAB10	Wormbase
EHBP1	RAB35	Wormbase
EHBP1	RAB8B	Wormbase
EHD1	APBA1	Wormbase
EHD1	BIN2	Wormbase
EHD1	CAP1	Wormbase
EHD1	DAB1	Wormbase
EHD1	EPN1	Wormbase
EHD1	PCYT2	Wormbase
EHD1	PDCD6IP	Wormbase
EHD1	SORBS3	Wormbase
EHD1	SPOP	Wormbase
EHF	DMRT2	Wormbase
EHF	DMRTC2	Wormbase
EHF	EYA2	Wormbase
EHF	ZNF236	Wormbase
EIF1AD	FTH1	Wormbase
EIF1AD	SPOP	Wormbase
EIF1B	EIF3C	Wormbase
EIF2AK4	D6RAR5	Wormbase
EIF2S3	LMNA	Wormbase
EIF3A	EIF3C	Wormbase
EIF3B	EIF3A	Wormbase
EIF3B	R3HCC1L	Wormbase
EIF3D	ACTN2	Wormbase
EIF3D	DYNLL2	Wormbase
EIF3D	EIF3E	Wormbase
EIF3D	LDB3	Wormbase
EIF3D	LMNB1	Wormbase
EIF3D	USO1	Wormbase
EIF3D	ZC4H2	Wormbase
EIF3E	EIF3L	Wormbase
EIF3K	CLUAP1	Wormbase
EIF3K	EIF3L	Wormbase
EIF3M	EIF3F	Wormbase
EIF3M	PCCB	Wormbase
EIF3M	RRM2	Wormbase
EIF4A3	KIF5C	Wormbase
EIF4A3	SRPK3	Wormbase
EIF4A3	TPM1	Wormbase
EIF4E	DDX20	Wormbase
EIF4E	EIF4ENIF1	Wormbase
EIF4E	EIF4G3	Wormbase
EIF4E	GEMIN2	Wormbase
EIF4E	GEMIN8	Wormbase
EIF4E	PRDM9	Wormbase
EIF4E	RPL36AL	Wormbase
EIF4E	RYR2	Wormbase
EIF4E	SMN1;	Wormbase
EIF4E	SNRPB2	Wormbase
EIF4E	VPS39	Wormbase
EIF5A	COPS5	Wormbase
EIF5A	DHPS	Wormbase
EIF5A	SRPK3	Wormbase
ELAVL4	CELF1	Wormbase
ELAVL4	QKI	Wormbase
ELAVL4	RAD54L2	Wormbase
ELAVL4	RBFOX2	Wormbase
ELAVL4	RBPMS	Wormbase
ELAVL4	TNPO1	Wormbase
ELAVL4	USO1	Wormbase
ELF2	HOXB6	Wormbase
ELF2	ZNF236	Wormbase
ELK1	CHD5	Wormbase
ELK1	DMRTC2	Wormbase
ELK1	EHMT1	Wormbase
ELK1	MAPK1	Wormbase
ELK1	RERE	Wormbase
ELK1	ZBTB40	Wormbase
ELMO2	CRK	Wormbase
ELMO2	RAC1	Wormbase
ELOB	ACTN2	Wormbase
ELOB	ARFGEF2	Wormbase
ELOB	LMNB1	Wormbase
ELOB	SRPK3	Wormbase
ELOC	GLI2	Wormbase
ELOC	PPM1F	Wormbase
ELOC	ZYG11B	Wormbase
ELP1	ELP3	Wormbase
ELP4	ACTN2	Wormbase
ELP4	CDX2	Wormbase
EMX1	TBX19	Wormbase
EMX1	ZNF236	Wormbase
ENDOG	EXOSC10	Wormbase
